word,frequency
bombards,1
marshalsea,1
camlet,1
standing-bowls,1
godmother,2
ever-happy,1
elizabeth,6
child],4
infant-heaven,1
ripeness,2
goodness-,1
saba,1
darkness-,1
star-like,2
her-yet,1
w'have,1
w'are,1
geffrey,4
faulconbridge,12
half-brother,1
pope's,1
castile,1
executioners,3
john's,2
beginning-,1
'borrowed,1
majesty',1
geffrey's,6
usurpingly,1
disallow,1
controlment,3
controlment-,1
mouth-,2
constance,8
arbitrate,5
abbeys,1
priories,1
expedition's,1
northamptonshire,1
faulconbridge-,1
honour-giving,1
coeur-de-lion,3
known-,2
pops,1
slander'd,3
liege-,2
affecteth,1
examined,3
half-face,1
much-,4
treat,1
sojourn'd,3
claim'd,2
dispossess,4
robert's,9
riding-rods,1
eel-skins,1
three-farthings,1
land-,4
nob,1
fivepence,1
great-,1
landless,1
'-'god-a-mercy,1
respective,4
mess-,1
knightly,6
catechize,3
you'-that,1
absey,1
'at,3
apennines,1
pyrenean,1
po-,1
observation-,1
accoutrement,2
footsteps,1
riding-robes,1
woman-post,1
unreverend,3
scorn'st,1
gurney,1
philip-sparrow,1
abroad-anon,1
friday,2
well-marry,1
confess-,2
handiwork,3
conspired,2
untoward,2
basilisco-like,1
disclaim'd,1
legitimation,1
vehement,6
subjected,2
unmatched,3
aweless,2
forerunner,3
palestine,2
shadowing,2
powerless,1
white-fac'd,1
ocean's,1
coops,1
islanders-,1
hedg'd,2
water-walled,1
purposes-,1
resisting,1
cull,6
wade,3
unadvis'd,3
mother-queen,1
ate,3
blanch,10
inconsiderate,2
voluntaries,1
dragons',1
spleens-,1
birthrights,1
float,2
beats],1
interruption,3
unexpected,2
mounteth,1
under-wrought,1
sequence,4
rape,16
o'er-masterest,1
supernal,1
stains,9
guardian,5
manners-being,1
crier,2
skin-coat,1
sightly,1
alcides',1
cracker,1
deafs,1
grandam's,3
heaven-moving,1
brib'd,3
slanderer,4
injurer,1
dominations,1
royalties,6
sin-conceiving,1
plagued,3
her-a,1
unadvised,3
ill-tuned,1
repetitions,1
subjects-,1
parle-,1
advanced,5
endamagement,1
dishabited,1
painfully,4
unscratch'd,1
threat'ned,5
cheeks-,1
in-your,1
forwearied,1
harbourage,2
divinely,2
down-trodden,1
greens,1
muzzled,1
cannons',1
unvex'd,1
spout,5
roundure,1
old-fac'd,1
harbour'd,1
circumference,3
ramm'd,2
breed-,1
well-born,1
those-,1
chevaliers,1
hostess',1
ox-head,1
regiments,1
grovelling,1
displayed,1
silver-bright,1
display,4
purpled,2
tow'rs,4
confronted,4
overlooks,2
just-borne,1
gracing,1
fangs,5
mousing,2
undetermin'd,1
'havoc,1
potents,1
strong-barr'd,1
scroyles,1
securely,7
industrious,3
presences,1
mutines,1
conjointly,2
sharpest,3
soul-fearing,1
brawl'd,1
incessantly,1
unfenced,1
smacks,2
pell-mell,4
-come,2
fair-fac'd,2
complete-,1
fast-closed,1
motion-no,1
puppy-dogs,1
cannon-fire,1
bounce,1
bethump'd,1
unsur'd,1
bloom,2
congeal,1
besieg'd-,1
liable,8
promotions,3
form'd,6
infixed,1
heart-he,1
espy,4
eas'ly,2
judge-,1
volquessen,1
mary's,2
unlook'd-for,2
unprepared,3
rounded,5
purpose-changer,1
break-vow,1
'maid,1
cheats,1
smooth-fac'd,3
tickling,8
peised,1
vile-drawing,1
intent-,1
all-changing,1
vile-concluded,1
unattempted,1
raileth,1
misspoke,1
misheard,1
frighting,3
husbandless,1
peering,5
confirmers,1
again-not,1
unpleasing,6
prodigious,7
moles,2
eye-offending,2
half-blown,1
sh',1
adulterates,1
under-bear,1
grief's,3
supporter,2
ground],3
festival,6
solemnize,2
alchemist,2
cloddy,1
prodigiously,1
seamen,2
bargains,4
valueless,1
grappling,1
ungodly,1
lymoges,1
sooth'st,1
cold-blooded,1
calf's-skin,6
deputies,1
pandulph,2
milan,39
stephen,5
langton,1
blaspheme,3
sells,2
excommunicate,2
'amen',1
arch-heretic,1
disjoining,1
because-,1
tempts,6
principle-,1
perplex,1
deep-sworn,1
overstain'd,1
slaughter's,1
regreet,4
unswear,2
ordain,1
formless,2
orderless,1
curse-,2
curse-on,1
disjoin,1
indirection,2
scorched,1
new-burn'd,1
later,2
slaughtered,6
braying,1
'husband',1
forethought,1
upholdeth,1
denounce,1
inconstancy,4
clock-setter,1
o'ercast,2
whirl,3
dismember,2
dearest-valu'd,1
jeopardy,1
hovers,1
austria's,1
hubert,32
abbots,1
becks,2
cherished,1
say-but,1
gawds,3
bak'd,3
heavy-thick,1
brooded,1
armado,11
convicted,1
disjoin'd,1
o'erbearing,2
redress-,1
amiable,7
odoriferous,2
detestable,6
vaulty,4
fulsome,5
smil'st,2
buss,2
misery's,1
thunder's,2
mad-i,1
canoniz'd,1
produces,1
glue,1
tore,6
ague's,2
repeats,1
[tearing,1
hair],1
widow-comfort,1
sorrows',1
twice-told,1
vexing,1
accounts,3
infant's,1
misplac'd,2
boisterously,1
steeps,1
evilly,2
distemper'd,5
customed,1
prodigies,5
abortives,1
denouncing,1
prisonment,2
unacquainted,2
ransacking,1
topful,1
scruples,5
practises,1
ist,2
[showing,2
dispiteous,1
brows-,1
lyen,1
red-hot,3
stubborn-hard,1
hammer'd,3
him-no,1
hubert's,2
[stamps],1
stone-still,2
angrily,1
annoyance,5
repentant,4
extends,1
mercy-lacking,1
long'd-for,1
rainbow,3
taper-light,2
garnish,2
repeating,1
unseasonable,4
well-noted,1
disfigured,2
startles,3
new-crown'd,1
overbear,2
indue,1
fears-which,1
wrong-should,1
mortality's,1
shears,4
foul-play,1
hold-bad,1
weather-how,1
heard-if,1
clergymen,3
fantasied,1
rumours,3
harsh-sounding,2
ascension-day,4
imprison,3
bigot,2
new-enkindled,1
foreigners,1
invasion,2
sprightful,1
beldams,2
hearer's,1
tailor's,1
slippers,2
embattailed,1
rank'd,3
unwash'd,1
artificer,1
urgest,2
sign'd,2
consequently,3
braved,2
fleshly,1
cousin's,4
exteriorly,1
[leaps,1
edmundsbury,3
melun,4
dispossess'd,1
bestained,1
true-to,1
precious-princely,1
bloodiest,1
wildest,4
wall-ey'd,2
unbegotten,1
murderer's,1
sword's,3
toasting-iron,1
traded,2
savours,8
black-nay,1
black-,1
soul-,4
twisted,3
grievously,6
embounded,1
scamble,1
unowed,1
proud-swelling,1
bare-pick'd,1
bone,15
snarleth,1
sick-fall'n,1
cincture,1
inflam'd,1
inundation,4
mistemp'red,1
convertite,2
blust'ring,1
casket,13
threat'ner,1
glister,2
intendeth,1
inglorious,1
fair-play,1
invasive,1
cock'red,1
perusing,1
contemn'd,1
widow-maker,1
confused,6
stranger-march,1
ranks-i,1
cause-,1
clippeth,1
unneighbourly,1
silverly,1
figur'd,4
metropolis,1
fostered,2
high-born,2
secondary,2
enkindled,3
half-conquer'd,1
underprop,3
'vive,1
bank'd,1
glorified,1
outlook,1
[trumpet,3
sounds],2
limited,4
wilful-opposite,1
temporize,3
harness'd,1
unhair'd,1
boyish,2
pigmy,1
buckets,2
wells,2
pawns,1
trunks,4
hug,6
swine,12
vaults,2
englishman-,2
feebled,1
aery,3
souse,1
neroes,1
ripping,1
pale-visag'd,1
amazons,3
thimbles,1
gauntlets,2
outscold,1
brabbler,2
brac'd,1
reverberate,2
rattle,1
welkin's,3
need-,1
bare-ribb'd,1
badly,1
swinstead,4
goodwin,2
battlefield,1
unthread,1
retaining,1
resolveth,1
day-wearied,1
him-and,1
untread,2
retired,3
o'erlook'd,4
plantagenets,2
eyeless,6
pardon'd,6
tide-,2
devoured,2
well-mounted,1
corruptibly,1
dwelling-house,1
assaileth,1
prey'd,1
fantasies,4
cygnet,1
chants,3
organ-pipe,2
elbow-room,1
crumble,1
scribbled,1
poison'd-ill-fare,1
parched,1
tyrannize,4
unreprievable,1
scalded,1
clod,3
unwarily,1
king-now,1
sinewed,1
consummate,4
everlastingly,4
beforehand,2
brutus’,14
caesar’s,41
antony’s,3
sardis,6
triumvir,1
”,109
sophist,1
cnidos,1
conspirators’,1
flavius,6
marullus,2
cobbler,2
mender,1
mean’st,3
cobble,1
awl,1
tradesman’s,1
neat’s,2
blocks,4
climb’d,1
livelong,3
pompey’s,6
intermit,1
exalted,3
guiltiness,9
lupercal,2
pluck’d,7
fearfulness,1
calphurnia,8
portia,29
decius,12
cicero,11
casca,32
[_music,9
ceases,3
antonius’,1
“do,1
shriller,1
“caesar”,3
ides,7
[_sennet,2
veil’d,1
conceptions,1
behaviors,1
(among,1
one),1
cogitations,1
mirrors,2
(except,1
caesar),1
laugher,2
protester,1
banqueting,3
gusty,1
chafing,3
“dar’st,1
accoutred,2
plunged,1
stemming,1
propos’d,3
“help,2
“give,3
titinius,25
[_shout,2
applauses,1
heap’d,2
underlings,1
“brutus”,2
“caesar,1
sham’d,1
fam’d,3
encompass’d,1
brook’d,1
chew,2
villager,2
chidden,4
calphurnia’s,2
cross’d,5
sleek-headed,1
a-nights,2
fatter,1
observer,2
mock’d,2
scorn’d,2
think’st,6
chanc’d,5
a-shouting,1
shouted,2
putting-by,1
refus’d,3
hooted,2
night-caps,1
choked,1
swooned,3
foam’d,1
falling-sickness,2
tag-rag,1
displeased,1
desir’d,4
“alas,3
forgave,2
stabb’d,3
smil’d,2
pulling,1
dispos’d,3
seduc’d,1
obscurely,2
riv’d,2
knotty,2
foam,4
threatening,2
incenses,1
you’d,4
join’d,4
remain’d,1
unscorch’d,1
glared,1
annoying,1
noonday,1
marketplace,1
shrieking,5
“these,1
natural”,1
strange-disposed,1
goodnight,2
menace,3
submitting,1
unbraced,2
bar’d,1
gliding,1
pre-formed,1
infus’d,1
fathers’,1
mothers’,1
airless,1
retentive,2
[_thunder,2
rubbish,2
illuminate,1
fleering,1
noblest-minded,1
honourable-dangerous,1
favour’s,2
cinna,19
metellus,13
cimber,11
party—,1
praetor’s,1
trebonius,12
people’s,2
—lucius,1
crown’d,8
disjoins,1
ambition’s,2
climber-upward,1
attains,1
upmost,1
serpent’s,2
hatch’d,3
burneth,5
whizzing,1
[_opens,1
_brutus,1
sleep’st,4
“brutus,1
instigations,1
“shall,1
“speak,1
[_knock,2
phantasma,1
sham’st,3
cavern,2
interpose,2
deceiv’d,8
arises,1
abuse—,1
high-sighted,1
insuppressive,1
particle,2
pass’d,5
urg’d,7
improve,1
sacrificers,1
wrathfully,1
purgers,1
ingrafted,1
caesar—,1
[_clock,1
stricken,1
unaccustom’d,4
o’ersway,1
unicorns,2
elephants,1
ligarius,8
upon’s,2
untired,1
honey-heavy,1
ungently,3
star’d,1
stamp’d,2
insisted,1
wafture,1
prevail’d,1
rheumy,1
unpurged,1
appertain,2
ruddy,2
cato’s,2
father’d,1
engagements,1
charactery,2
kerchief,3
discard,3
conjur’d,2
new-fir’d,1
threaten’d,4
recounts,1
whelped,1
yawn’d,1
hurtled,1
shriek,7
squeal,1
predictions,1
litter’d,1
consum’d,2
senate-house,3
stretch’d,4
grey-beards,1
laugh’d,8
spouts,2
begg’d,3
spouting,1
bath’d,1
signifies,4
tinctures,1
expounded,2
someone,2
“break,1
“lo,2
afraid”,1
hour’s,1
artemidorus,3
_“caesar,1
be’st,3
”_,1
mayest,5
bustling,1
harm’s,1
praetors,1
popilius,4
mine’s,1
[_advances,3
lena,2
address’d,2
rears,2
[_kneeling,6
couchings,1
pre-ordinance,1
thaw’d,2
melteth,2
low-crooked,1
repealing,1
true-fix’d,1
skies,12
unnumber’d,1
unassailable,1
unshak’d,1
[_casca,1
stabs,13
catches,5
conspirators,4
_et,2
_—then,1
pulpits,1
“liberty,1
pulpit,5
chance—,1
abridg’d,1
elbows,4
besmear,2
“peace,1
boldest,3
resolv’d,8
untrod,1
untouch’d,1
misgiving,1
conquests,1
fulfill,2
pity—,1
brothers’,1
appeas’d,1
all—alas,1
bay’d,2
sign’d,1
crimson’d,1
permission,4
ruby,2
cumber,2
chok’d,2
ranging,2
[_seeing,2
oration,7
rendered,2
rostrum,1
enroll’d,1
extenuated,1
enforc’d,3
mourned,1
[_goes,1
withholds,4
o’ershot,1
[_he,10
nervii,1
cassius’,5
unkindly,6
knock’d,4
unkindest,4
traitors’,3
vanquish’d,4
muffling,1
flourish’d,1
marr’d,4
—seek,1
—burn,1
—fire,1
—kill,1
—slay,1
they’re,8
ruffle,5
—let’s,1
seventy-five,1
drachmas,2
arbors,1
new-planted,1
orchards,2
forever,10
recreate,2
bang,1
firebrands,1
decius’,1
casca’s,1
ligarius’,1
legacies,1
unmeritable,2
errands,2
proscription,3
sland’rous,2
loads,3
barren-spirited,1
imitations,1
stal’d,1
combin’d,2
surest,2
lucilius,18
pindarus,11
[_pindarus,3
describ’d,1
[_low,3
them—,1
condemn’d,6
pella,1
sardians,1
itching,2
undeservers,1
justice’,1
supporting,1
grasped,1
abler,1
stares,4
thunderbolts,2
flatterer’s,1
brav’d,4
check’d,1
observ’d,2
conn’d,1
plutus’,2
lovedst,2
yoked,3
ill-temper’d,2
vexeth,1
over-earnest,1
cynic,1
jigging,1
messala,27
’scap’d,1
[_drinks,4
o’erswell,1
tenor,3
outlawry,1
proscriptions,1
nimbleness,1
grudg’d,1
fuller,2
refresh’d,1
new-added,1
encourag’d,1
brim-full,1
increaseth,2
omitted,4
shallows,2
drowsily,1
o’er-watch’d,1
varro,6
[_servants,3
[_lucius,1
layest,2
break’st,1
vanishes,5
criedst,2
“long,2
honeyless,1
stingless,1
fawn’d,1
redder,1
aveng’d,1
bring’st,2
masker,1
billow,5
[_brutus,1
birth-day,3
epicurus,1
perch’d,1
gorging,1
consorted,8
cato,8
[_loud,1
demeanor,1
octavius’,2
enclos’d,2
notest,1
[_above,2
freeman,2
cover’d,4
—caesar,2
disconsolate,1
melancholy’s,1
conceiv’d,2
kill’st,2
engender’d,1
wreath,8
roman’s,1
titinius’,2
strato,9
volumnius,9
thassos,1
funerals,3
labeo,1
[_charges,1
overpowered,1
[_offering,1
money_],1
dardanius,4
clitus,6
statilius,1
torch-light,1
slaying,1
[_whispering,1
[_whispers,2
meditates,1
sword-hilts,1
[_alarums,3
tarrying,4
—countrymen,1
“fly,1
smatch,1
lucilius’,1
mix’d,4
“this,5
order’d,1
lear’s,4
gloucester’s,19
albany’s,10
heath,15
hovel,8
farmhouse,2
lear,39
goneril,29
regan,32
tenant,3
cordelia,33
cornwall,22
albany,13
curiosity,4
round-wombed,1
saucily,3
acknowledged,1
darker,3
conferring,2
unburden’d,1
crawl,2
daughters’,4
dowers,2
daughter’s,11
largest,1
—goneril,1
valu’d,1
shadowy,2
champains,1
rich’d,1
wide-skirted,1
felicitate,1
conferr’d,1
—now,3
vines,4
interess’d,1
exist,2
paternal,1
propinquity,1
messes,3
monthly,2
sustain’d,1
[_giving,5
fork,3
reverse,4
empty-hearted,1
reverb,1
hollowness,3
apollo,21
swear’st,2
strain’d,4
allot,2
revok’d,1
rivall’d,1
little-seeming,1
piec’d,1
unfriended,3
dower’d,1
stranger’d,1
france_],1
t’avert,1
asham’d,8
t’acknowledge,1
dismantle,2
fore-vouch’d,1
glib,4
dishonour’d,3
tardiness,1
unspoke,1
despis’d,4
cold’st,1
inflam’d,2
dowerless,2
waterish,2
unpriz’d,1
benison,4
nam’d,5
professed,4
prescribe,4
derides,1
appertains,1
slenderly,1
soundest,2
long-engrafted,1
waywardness,1
kent’s,1
moonshines,1
madam’s,1
fops,1
edgar,33
prescrib’d,1
pow’r,1
gad,2
—edmund,1
[_putting,2
needed,3
perus’d,3
o’er-looking,1
justification,1
essay,1
oldness,1
waked,5
‘sleep,1
’—my,1
declined,4
suspend,2
auricular,1
tenderly,7
prediction,3
machinations,1
disorders,3
disquietly,1
foppery,3
treachers,1
predominance,3
liars,7
adulterers,1
planetary,2
evasion,4
whoremaster,4
goatish,1
dragon’s,1
ursa,1
fut,1
maidenliest,1
twinkled,1
bastardizing,1
o’bedlam,1
fa,6
sol,5
mi,2
unnaturalness,1
dissolutions,1
menaces,1
maledictions,1
diffidences,1
dissipation,1
cohorts,1
breaches,2
astronomical,1
rageth,1
slower,3
suspects,5
me’s,1
oswald,17
upbraids,3
[_horns,1
distaste,4
overruled,1
checks,8
defuse,1
honest-hearted,1
forty-eight,1
mongrel,5
roundest,1
ceremonious,7
dependants,3
rememberest,1
into’t,2
pined,3
lord’s,3
[_striking,4
tripp’d,2
[_tripping,1
serv’st,1
lubber’s,1
[_pushes,1
one’s,7
on’s,5
nuncle,17
showest,2
throwest,1
in-a-door,1
tens,1
unfee’d,1
counsell’d,1
monopoly,1
snatching,1
clovest,1
bor’st,1
[_singing,3
foppish,1
mad’st,1
bo-peep,1
o’thing,1
pared,1
o’both,1
frontlet,1
crum,1
lear_,1
shealed,1
all-licens’d,1
not-to-be-endured,1
hedge-sparrow,1
jug,1
notion,2
discernings,1
lethargied,1
disorder’d,2
debosh’d,1
epicurism,1
grac’d,1
disquantity,1
besort,2
repents,2
—prepare,1
marble-hearted,1
sea-monster,2
wrench’d,1
sterility,1
teem,3
disnatur’d,1
cadent,1
channels,2
fogs,3
th’untented,1
woundings,1
flay,1
enguard,1
th’unfitness,1
attask’d,1
kibes,2
slipshod,1
crab’s,1
i’the,3
side’s,1
put’s,2
tak’t,1
—monster,1
i’ld,2
how’s,4
curan,2
whispered,1
ear-kissing,1
watches,5
—pardon,1
[_wounds,1
mumbling,2
parricides,1
latch’d,1
alarum’d,1
quarrel’s,2
rous’d,4
th’encounter,2
gasted,1
found—dispatch’d,1
conceals,1
pight,2
unpossessing,1
reposal,1
faith’d,1
potential,3
fast’ned,1
[_tucket,2
th’offender,1
godson,1
inform’d,7
cautions,1
childlike,2
pursued,3
threading,1
dark-ey’d,1
lipsbury,1
pinfold,2
eater,4
three-suited,1
hundred-pound,1
worsted-stocking,1
lily-livered,1
action-taking,1
glass-gazing,1
super-serviceable,1
finical,1
trunk-inheriting,1
bitch,1
brazen-faced,1
tripped,1
sop,3
moonshine,13
cullionly,1
barber-monger,1
[_drawing,3
puppet’s,1
—draw,1
[_beating,1
disclaims,1
stonecutter,1
zed,1
unbolted,1
mortar,1
jakes,1
wagtail,1
a-twain,1
intrince,1
t’unloose,1
renege,1
beaks,1
epileptic,1
sarum,1
cackling,2
camelot,1
antipathy,1
bluntness,1
roughness,1
corrupter,2
silly-ducking,1
observants,1
th’allowance,1
flickering,1
dialect,3
discommend,1
misconstruction,1
insulted,1
rail’d,3
worthied,1
self-subdu’d,1
fleshment,1
stocking,1
[_stocks,1
contemned’st,1
pilferings,1
restrained,4
[_kent,2
rubb’d,1
stopp’d,6
travell’d,3
fortunately,3
enormous,2
o’erwatch’d,1
escap’d,1
unusual,6
elf,2
knots,8
persecutions,1
numb’d,1
sprigs,1
farms,1
pelting,7
sheep-cotes,1
mills,1
bans,3
turlygod,1
overlusty,1
summon’d,1
display’d,2
_hysterica,1
passio_,1
element’s,1
unremovable,1
that—,2
maybe,2
headier,1
indispos’d,1
[_looking,1
persuades,6
remotion,2
and’s,1
cockney,2
eels,2
paste,5
knapped,1
wantons,4
buttered,1
sepulchring,1
adultress,4
kent_],2
—beloved,1
sharp-tooth’d,1
deprav’d,1
quality—o,1
discerns,1
‘dear,1
unsightly,1
[_rising,1
serpent-like,1
stor’d,1
vengeances,1
lightnings,1
blinding,2
fen-suck’d,1
tender-hefted,1
harshness,3
sizes,2
childhood,6
dues,7
endow’d,1
trumpet’s,1
stock’d,1
expiration,3
dismissing,1
abjure,4
necessity’s,1
hot-blooded,2
squire-like,1
sumpter,1
boil,7
thunder-bearer,1
high-judging,1
so—,1
five-and-twenty,4
guardians,1
depositaries,1
speak’t,1
well-favour’d,1
beast’s,1
wear’st,1
water-drops,2
[_storm,4
schoolmasters,3
unquietly,1
’bove,1
outscorn,1
to-and-fro-conflicting,1
cub-drawn,1
belly-pinched,1
fur,2
unbonneted,2
out-jest,1
heart-struck,1
throne’d,1
speculations,1
intelligent,4
snuffs,1
packings,1
furnishings,1
bemadding,1
out-wall,1
cataracts,1
hurricanoes,1
drench’d,3
sulphurous,5
thought-executing,1
vaunt-couriers,1
oak-cleaving,1
all-shaking,1
rotundity,1
moulds,2
germens,1
holy-water,1
rain-water,1
pities,5
rumble,1
subscription,1
high-engender’d,1
head-piece,2
codpiece,7
louse,2
gallow,1
wanderers,1
bursts,1
pudder,1
undivulged,2
unwhipp’d,1
perjur’d,2
practis’d,1
guilts,1
concealing,4
summoners,1
sinn’d,3
sinning,1
—return,1
raineth,6
brewers,1
malt,1
tailors’,1
tutors,5
heretics,2
burn’d,1
wenches’,1
cut-purses,1
—’tis,1
threatened,1
contentious,3
invades,2
thou’dst,4
ponder,1
houseless,2
[_fool,1
wheresoe’er,1
unfed,1
loop’d,1
window’d,1
raggedness,1
superflux,1
grumble,2
ford,60
whirlpool,1
bog,2
pew,1
trotting,3
four-inched,1
	tom’s,1
a-cold,5
whirlwinds,3
star-blasting,1
vexes,1
pendulous,1
subdu’d,2
pillicock,2
alow,3
loo,2
sweet-heart,1
tom’s,6
out-paramour’d,1
hog,6
greediness,4
brothels,1
plackets,3
lender’s,1
suum,2
mun,1
sessa,3
uncovered,3
wool,3
sophisticated,1
unaccommodated,1
lendings,2
unbutton,1
[_tears,2
lecher’s,1
flibbertigibbet,2
curfew,4
squints,1
harelip,1
mildews,1
swithold,1
nightmare,1
nine-fold,1
alight,2
aroint,3
swimming,2
frog,3
todpole,1
wall-newt,1
cow-dung,1
ditch-dog,1
tithing,2
stocked,1
punished,3
smulkin,1
modo,2
mahu,2
t’obey,1
injunction,3
ventur’d,1
theban,2
vermin,1
t’unsettle,1
outlaw’d,1
craz’d,1
athenian,21
still—fie,1
fum,1
provoking,2
reproveable,1
detector,1
frateretto,1
angler,1
hissing,3
tameness,2
horse’s,3
whore’s,1
sapient,1
she-foxes,1
want’st,1
bessy,1
hoppedance,1
croak,2
robed,1
yokefellow,1
sleepest,2
wakest,1
minikin,1
purr,1
kicked,1
warp’d,1
boasted,2
trey,1
mastiff,1
bobtail,1
trundle-tail,1
wakes,19
persian,2
o’erheard,1
balm’d,2
o’erskip,1
portable,3
childed,1
fathered,1
repeals,3
festinate,1
convey’d,4
questrists,1
well-armed,1
corky,1
unmerciful,1
find—,1
[_regan,1
robber’s,2
guessingly,1
charg’d,6
boarish,1
hell-black,1
endur’d,6
buoy’d,1
quench’d,1
howl’d,1
cruels,1
overtake,7
[_gloucester,2
vengeance—,1
[_snatches,1
enkindle,2
call’st,2
unbind,3
roguish,1
whites,2
contemn’d,2
unsubstantial,2
mutations,1
stumbled,4
worst’,1
beggar-man,1
angering,1
’parel,1
stile,2
horseway,1
footpath,2
scared,1
obidicut,1
hobbididence,1
mopping,1
chambermaids,2
lust-dieted,1
chang’d,7
cowish,1
mistress’s,1
contemns,1
bordered,1
disbranch,1
filths,2
head-lugg’d,1
benefitted,1
milk-liver’d,1
discerning,1
spreads,2
‘alack,1
self-cover’d,1
be-monster,1
dislocate,1
cornwall’s,2
thrill’d,1
thereat,3
enrag’d,3
fell’d,1
justicers,1
show’dst,2
mareschal,1
demonstration,3
trill’d,1
rebel-like,1
smilets,1
heav’d,1
‘father’,1
pantingly,1
‘sisters,1
believ’d,2
stripp’d,1
casualties,2
dog-hearted,1
venomously,2
detains,1
fumiter,1
furrow,3
harlocks,1
cuckoo-flowers,1
sustaining,4
acre,3
high-grown,1
restoring,1
foster,3
operative,1
bless’d,4
unpublish’d,1
aidant,1
remediate,1
ungovern’d,1
ag’d,1
arrives,2
th’enemy,1
somethings,1
rather—,1
oeillades,2
y’are,4
choughs,4
midway,2
gathers,1
samphire—dreadful,1
anchoring,2
diminish’d,2
buoy,1
th’unnumber’d,1
chafes,5
deficient,2
topple,3
th’extreme,1
’s,6
[_seems,1
opposeless,1
loathed,14
along_],1
gossamer,1
precipitating,1
shiver’d,1
bleed’st,1
masts,1
perpendicularly,1
a-height,1
shrill-gorg’d,1
tyrant’s,1
whelk’d,1
clearest,1
preserv’d,1
‘enough,1
fiend’,1
accommodate,1
side-piercing,1
handles,1
crow-keeper,2
clothier’s,1
hewgh,1
‘ay’,5
‘no’,2
ague-proof,1
quakes,2
lecher,4
simp’ring,1
forks,1
minces,1
pleasure’s,2
fitchew,2
soiled,1
centaurs,2
fiend’s,1
ounce,5
squiny,1
penning,1
rails,6
handy-dandy,1
farmer’s,3
dog’s,2
obeyed,1
whipp’st,1
cozener,1
tatter’d,2
furr’d,1
hurtless,1
pygmy’s,1
accuser’s,1
impertinency,1
wawl,1
put’t,1
son-in-laws,1
daughter—,1
surgeons,2
water-pots,1
autumn’s,1
sa,4
near’s,1
ever-gentle,1
biding,3
fram’d,5
[_edgar,1
interposes,1
publish’d,2
th’infection,1
zir,2
vurther,1
’casion,1
volke,1
chud,1
zwaggered,1
zo,1
vortnight,1
th’old,1
che,1
vor,3
ise,1
costard,19
ballow,1
foins,1
enemies’,2
‘let,1
reciprocal,1
opportunities,3
‘your,2
(wife,1
affectionate,1
‘goneril,1
indistinguish’d,1
lechers,2
death-practis’d,1
sever’d,1
acknowledg’d,1
o’erpaid,1
clipp’d,1
be’t,3
untun’d,1
child-changed,1
array’d,1
restoration,1
flakes,1
warring,1
dread-bolted,1
enemy’s,2
daylight,13
settling,1
conductor,1
battle’s,1
advis’d,3
self-reproving,1
forfended,1
conjunct,1
bosom’d,1
loosen,1
be-met,1
bolds,1
reason’d,1
[_aside_,10
avouched,2
machination,1
enjoy’d,2
exasperates,1
incurr’d,2
out-frown,1
wall’d,1
packs,1
sects,3
paper_],3
tender-minded,1
impress’d,1
curs’d,2
immediacy,1
exalt,1
asquint,1
full-flowing,1
let-alone,1
half-blooded,1
sub-contracted,1
interlude,3
[_throwing,2
[_first,1
[_second,1
preceded,1
treason’s,2
bare-gnawn,1
canker-bit,1
adversary,6
maugre,3
fire-new,4
conspirant,1
toad-spotted,1
‘no,5
hell-hated,1
beguil’d,4
thou’rt,1
lives’,1
we’d,1
—taught,1
madman’s,2
sav’d,3
—reveal’d,1
flaw’d,1
shunn’d,2
abhorr’d,2
bellow’d,1
he’d,2
tranc’d,1
improper,1
of—o,1
urges,1
fordid,1
[_edmund,1
a-hanging,1
skip,8
cheerless,1
fordone,2
usurp’d,2
gor’d,3
navarre,12
curate,5
regist'red,2
scythe's,1
conquerors-,1
desires-,1
academe,1
berowne,26
longaville,11
fellow-scholars,1
violates,1
paunches,1
observances,2
day-,4
tasks,3
study's,3
god-like,1
hard-a-keeping,1
intellects,1
pore,4
dazzling,2
deep-search'd,1
plodders,1
godfathers,2
weeding,1
a-breeding,1
sneaping,2
christmas,3
may's,1
unlock,4
barbarism,4
strictest,1
'-on,1
possibly,4
aquitaine,8
bedrid,2
over-shot,1
hunteth,1
fire-,1
mast'red,1
[subscribes],1
mint,4
complements,2
hight,4
minstrelsy,3
fashion's,1
reprehend,4
farborough,1
arme-,2
magnificent,2
soever,5
meekly,1
moderately,2
merriness,1
jaquenetta,8
manor-house,1
manner-,1
'great,1
vicegerent,1
dominator,3
fost'ring,1
patron'-,1
is'-,1
besieged,2
sable-coloured,1
oppressing,2
health-giving,1
betook,2
ycleped,1
prepost'rous,1
draweth,2
snow-white,6
ebon-coloured,1
beholdest,1
surveyest,1
north-north-east,1
curious-knotted,1
low-spirited,1
minnow,2
small-knowing,1
'which,1
'sorted,1
with-,3
wherewith-',1
ever-esteemed,1
'for,11
jaquenetta-,1
aforesaid,3
swain-,1
law's,1
compliments,2
heart-burning,1
varied,4
'maid',1
congruent,2
epitheton,1
appertaining,3
eel,4
heat'st,1
deuce-ace,1
ye'll,1
'years',1
'three,1
hereupon,1
reprobate,3
new-devis'd,1
out-swear,1
well-knit,1
strong-jointed,1
samson's,1
moth,7
sea-water,2
maculate,2
well-educated,1
day-woman,1
hereby,3
pardoned,2
transgressing,2
forsworn-,1
solomon,2
butt-shaft,2
hercules',1
